s_coef,death_rate,adv_rate,push_prop,mut_rate,sample_diameter,vaf_cutoff,seed,diameter,genetic_cluster,value_enn,value_lsi,chindex,sackin_value,sackin_p_value,mean_internal,mean_terminal,inter_terminal_ratio,genetic_class_num,sample_num,sackin_value_normalised,smallest_genetic_ratio,cat1,cat2,n_cross_edges,n_cat1,n_cat2,n_samples,silhouette_mean,whole_adv_freq
0.4,0.3,1.00E-06,1,0.6,16,0,116,200,2,0,1.3,3.282827241,109,NA,27.94444444,158.95,0.175806508,2,20,0.254520686,0.15,1,2,9,3,17,20,0.328880831,0.278598565
0.4,0.3,1.00E-06,1,0.6,16,0,64,200,2,0,1.4,3.834711029,81,NA,45.0625,196.9444444,0.228808181,2,18,-0.490216156,0.5,1,2,14,9,9,18,0.238225989,0.191972077
0.4,0.3,1.00E-06,1,0.6,16,0,120,200,2,0,1.29,5.291555492,156,NA,46.4375,252.9423077,0.183589295,2,26,0.291160568,0.423076923,1,2,17,11,15,26,0.24520773,0
0.6,0.3,1.00E-06,1,0.6,16,0,159,200,2,0,1.4,2.803297791,114,NA,19.90740741,110.1833333,0.180675305,2,20,0.504520686,0.35,1,2,15,13,7,20,0.194144886,0.403648803
0.6,0.3,1.00E-06,1,0.6,16,0,104,200,2,0,1.29,2.88065113,124,NA,36.31818182,230.5416667,0.157534134,2,24,-0.385249689,0.25,1,2,12,18,6,24,0.153751792,0
0.4,0.3,1.00E-06,1,0.6,16,0,80,200,2,0,1.35,4.063847431,120,NA,32.7254902,132.4035088,0.247164826,2,19,1.220310159,0.421052632,1,2,12,11,8,19,0.24906938,0.41138115
0.4,0.3,1.00E-06,1,0.6,16,0,195,200,2,0,1.33,3.896009009,140,NA,39.625,253.8076923,0.15612214,2,26,-0.324224048,0.346153846,1,2,16,9,17,26,0.188979122,0
0.4,0.3,1.00E-06,1,0.6,16,0,82,200,2,0,1.45,3.998015712,94,NA,33.41176471,159.2105263,0.209859018,2,19,-0.148110893,0.315789474,1,2,15,13,6,19,0.302201986,0.321568627
0.2,0.3,1.00E-06,1,0.6,16,0,89,200,2,0,1.38,4.227540193,133,NA,41.91304348,232.92,0.179946091,2,25,-0.311916356,0.48,1,2,14,13,12,25,0.2025009,0
0.4,0.3,1.00E-06,1,0.6,16,0,197,200,2,0,1.38,2.819724044,150,NA,38.25757576,242.5138889,0.157754164,2,24,0.698083644,0.333333333,1,2,14,16,8,24,0.134267414,0
0.6,0.3,1.00E-06,1,0.6,16,0,22,200,2,0,1.35,3.119418609,99,NA,36.11111111,188.9607843,0.191103732,2,17,0.944424366,0.294117647,1,2,11,12,5,17,0.256916104,0.139396935
0.4,0.3,1.00E-06,1,0.6,16,0,36,200,2,0,1.25,3.25316169,92,NA,27.80555556,143.725,0.193463598,2,20,-0.595479314,0.15,1,2,8,3,17,20,0.325617743,0.391706924
0.4,0.3,1.00E-06,1,0.6,16,0,39,200,3,0,1.42,3.598641904,145,NA,46.5625,242.75,0.191812564,3,26,-0.131916356,0.230769231,1,2,5,7,6,13,0.262806389,0
0.4,0.3,1.00E-06,1,0.6,16,0,39,200,3,0,1.42,3.598641904,145,NA,46.5625,242.75,0.191812564,3,26,-0.131916356,0.230769231,1,3,8,7,13,20,0.245884699,0
0.4,0.3,1.00E-06,1,0.6,16,0,39,200,3,0,1.42,3.598641904,145,NA,46.5625,242.75,0.191812564,3,26,-0.131916356,0.230769231,2,3,10,6,13,19,0.214210212,0
0.6,0.3,1.00E-06,1,0.6,16,0,8,200,2,0,1.29,4.102795232,140,NA,18.45454545,92.625,0.199239357,2,24,0.281416978,0.333333333,1,2,14,8,16,24,0.204521949,0.496805112
0.6,0.3,1.00E-06,1,0.6,16,0,105,200,2,0,1.22,4.536848684,71,NA,32.6025641,131.2777778,0.248347928,2,15,0.096875347,0.2,1,2,7,3,12,15,0.456985515,0.357047872
0.2,0.3,1.00E-06,1,0.6,16,0,36,200,2,0,1.55,2.90182491,98,NA,40.75,228.9,0.178025339,2,20,-0.295479314,0.45,1,2,18,11,9,20,0.16239603,0.052368117
0.4,0.3,1.00E-06,1,0.6,16,0,72,200,2,0,1.38,3.332463743,115,NA,40.77272727,227.7083333,0.179056808,2,24,-0.760249689,0.5,1,2,16,12,12,24,0.162817203,0
0.4,0.3,1.00E-06,1,0.6,16,0,141,200,2,0,1.36,4.495347275,147,NA,35.75,186.5454545,0.1916423,2,22,1.300191681,0.363636364,1,2,15,14,8,22,0.279149372,0.231062209
0.6,0.3,1.00E-06,1,0.6,16,0,1,200,2,0,1.19,3.116385278,52,NA,26.64814815,116.1666667,0.229395823,2,11,0.687518038,0.090909091,1,2,3,10,1,11,0.488887164,0.469210755
0.4,0.3,1.00E-06,1,0.6,16,0,26,200,3,0,1.62,4.166057241,134,NA,47.32608696,224.86,0.210469123,3,25,-0.271916356,0.24,1,2,7,6,9,15,0.271834451,0
0.4,0.3,1.00E-06,1,0.6,16,0,26,200,3,0,1.62,4.166057241,134,NA,47.32608696,224.86,0.210469123,3,25,-0.271916356,0.24,1,3,6,6,10,16,0.282830335,0
0.4,0.3,1.00E-06,1,0.6,16,0,26,200,3,0,1.62,4.166057241,134,NA,47.32608696,224.86,0.210469123,3,25,-0.271916356,0.24,2,3,7,9,10,19,0.259551359,0
0.2,0.3,1.00E-06,1,0.6,16,0,82,200,2,0,1.33,4.956473598,129,NA,51.10144928,231.0066667,0.221212011,2,25,-0.471916356,0.28,1,2,12,7,18,25,0.260912821,0
0.6,0.3,1.00E-06,1,0.6,16,0,156,200,2,0,1.29,3.827074095,163,NA,45.16666667,242.5384615,0.186224759,2,26,0.560391337,0.346153846,1,2,15,17,9,26,0.197760782,0
0.6,0.3,1.00E-06,1,0.6,16,0,169,200,2,0,1.35,2.945115926,91,NA,14.36111111,92.675,0.154962084,2,20,-0.645479314,0.45,1,2,12,11,9,20,0.162602631,0.480018806
0.4,0.3,1.00E-06,1,0.6,16,0,58,200,2,0,1.35,4.691815317,115,NA,37.0625,156.8333333,0.236317747,2,18,1.398672732,0.444444444,1,2,10,10,8,18,0.290793187,0.282608696
0.6,0.3,1.00E-06,1,0.6,16,0,34,200,3,0,1.4,2.233974003,95,NA,17.72916667,126.2962963,0.140377566,3,18,0.287561621,0.111111111,1,2,1,2,2,4,0.222902934,0.406504065
0.6,0.3,1.00E-06,1,0.6,16,0,34,200,3,0,1.4,2.233974003,95,NA,17.72916667,126.2962963,0.140377566,3,18,0.287561621,0.111111111,1,3,5,2,14,16,0.322947173,0.406504065
0.6,0.3,1.00E-06,1,0.6,16,0,34,200,3,0,1.4,2.233974003,95,NA,17.72916667,126.2962963,0.140377566,3,18,0.287561621,0.111111111,2,3,6,2,14,16,0.272134796,0.406504065
0.6,0.3,1.00E-06,1,0.6,16,0,109,200,4,0,1.62,2.835738882,127,NA,46.06818182,230.6041667,0.19977168,4,24,-0.260249689,0.166666667,1,2,5,4,6,10,0.241997134,0
0.6,0.3,1.00E-06,1,0.6,16,0,109,200,4,0,1.62,2.835738882,127,NA,46.06818182,230.6041667,0.19977168,4,24,-0.260249689,0.166666667,1,4,5,4,6,10,0.301384976,0
0.6,0.3,1.00E-06,1,0.6,16,0,109,200,4,0,1.62,2.835738882,127,NA,46.06818182,230.6041667,0.19977168,4,24,-0.260249689,0.166666667,2,3,7,6,8,14,0.205603996,0
0.6,0.3,1.00E-06,1,0.6,16,0,109,200,4,0,1.62,2.835738882,127,NA,46.06818182,230.6041667,0.19977168,4,24,-0.260249689,0.166666667,2,4,1,6,6,12,0.248123727,0
0.6,0.3,1.00E-06,1,0.6,16,0,109,200,4,0,1.62,2.835738882,127,NA,46.06818182,230.6041667,0.19977168,4,24,-0.260249689,0.166666667,3,4,7,8,6,14,0.192862999,0
0.4,0.3,1.00E-06,1,0.6,16,0,176,200,2,0,1.38,5.226451345,137,NA,47.38636364,226.5625,0.209153605,2,24,0.156416978,0.416666667,1,2,15,10,14,24,0.26234848,0
0.2,0.3,1.00E-06,1,0.6,16,0,14,200,2,0,1.38,3.967679667,141,NA,59.02272727,223.2708333,0.264354848,2,24,0.323083644,0.416666667,1,2,16,14,10,24,0.197440612,0.005020395
0.4,0.3,1.00E-06,1,0.6,16,0,159,200,2,0,1.35,2.998171945,102,NA,17.64705882,122.4736842,0.144088577,2,19,0.272941738,0.263157895,1,2,13,5,14,19,0.236429361,0.463720317
0.6,0.3,1.00E-06,1,0.6,16,0,23,200,2,0,1.25,3.134977112,94,NA,52.26851852,225.5083333,0.231780874,2,20,-0.495479314,0.25,1,2,12,15,5,20,0.206571905,0
0.6,0.3,1.00E-06,1,0.6,16,0,28,200,2,0,1.31,2.759941691,51,NA,24.31818182,122.1538462,0.199078315,2,13,-0.437190587,0.384615385,1,2,10,5,8,13,0.217735491,0.417536534
0.6,0.3,1.00E-06,1,0.6,16,0,200,200,2,0,1.45,2.484224072,99,NA,17.30208333,99.12037037,0.174556282,2,18,0.509783844,0.388888889,1,2,14,7,11,18,0.142072954,0.465330444
0.6,0.3,1.00E-06,1,0.6,16,0,106,200,2,0,1.3,3.209060682,95,NA,17.54166667,112.7962963,0.155516336,2,18,0.287561621,0.166666667,1,2,8,3,15,18,0.355809453,0.43852459
0.6,0.3,1.00E-06,1,0.6,16,0,168,200,2,0,1.33,4.090639882,138,NA,14.46212121,83.34722222,0.173516535,2,24,0.198083644,0.333333333,1,2,15,8,16,24,0.23224452,0.500226963
0.4,0.3,1.00E-06,1,0.6,16,0,42,200,2,0,1.25,2.500581467,107,NA,27.30555556,180.7,0.151109881,2,20,0.154520686,0.2,1,2,11,4,16,20,0.200330931,0.183228308
0.4,0.3,1.00E-06,1,0.6,16,0,153,200,2,0,1.33,3.822888945,120,NA,46.65909091,237.2083333,0.196700893,2,24,-0.551916356,0.375,1,2,14,9,15,24,0.200533268,0
0.4,0.3,1.00E-06,1,0.6,16,0,131,200,2,0,1.38,2.860170699,144,NA,39.64583333,243.1346154,0.163061246,2,26,-0.170377894,0.461538462,1,2,17,14,12,26,0.121340194,0
0.4,0.3,1.00E-06,1,0.6,16,0,119,200,2,0,1.25,2.452780417,105,NA,21.66666667,119.9,0.180706144,2,20,0.054520686,0.15,1,2,8,3,17,20,0.215335004,0.42
0.6,0.3,1.00E-06,1,0.6,16,0,94,200,2,0,1.45,2.774917848,108,NA,16.82291667,102.0462963,0.16485573,2,18,1.009783844,0.333333333,1,2,13,12,6,18,0.191633877,0.491662697
0.2,0.3,1.00E-06,1,0.6,16,0,75,200,2,0,1.5,3.789191304,131,NA,42.375,236.1923077,0.179408891,2,26,-0.670377894,0.5,1,2,19,13,13,26,0.174334047,0
0.4,0.3,1.00E-06,1,0.6,16,0,129,200,2,0,1.3,3.544758848,101,NA,27.49019608,120.245614,0.228617038,2,19,0.220310159,0.368421053,1,2,13,7,12,19,0.198424657,0.409185804
0.2,0.3,1.00E-06,1,0.6,16,0,83,200,2,0,1.38,4.64657914,178,NA,39.07246377,226.4533333,0.172540908,2,25,1.488083644,0.4,1,2,15,15,10,25,0.227152298,0
0.2,0.3,1.00E-06,1,0.6,16,0,79,200,3,0,1.5,3.185341606,135,NA,45.91666667,237.7884615,0.1930988,3,26,-0.51653174,0.230769231,1,2,10,6,13,19,0.179446453,0
0.2,0.3,1.00E-06,1,0.6,16,0,79,200,3,0,1.5,3.185341606,135,NA,45.91666667,237.7884615,0.1930988,3,26,-0.51653174,0.230769231,1,3,4,6,7,13,0.245344624,0
0.2,0.3,1.00E-06,1,0.6,16,0,79,200,3,0,1.5,3.185341606,135,NA,45.91666667,237.7884615,0.1930988,3,26,-0.51653174,0.230769231,2,3,9,13,7,20,0.20504417,0
0.6,0.3,1.00E-06,1,0.6,16,0,41,200,2,0,1.4,2.916284523,95,NA,15.37037037,94.56666667,0.162534759,2,20,-0.445479314,0.3,1,2,13,6,14,20,0.194199789,0.489952719
0.2,0.3,1.00E-06,1,0.6,16,0,68,200,2,0,1.38,4.233131393,125,NA,51.2826087,213.12,0.240627856,2,25,-0.631916356,0.44,1,2,14,11,14,25,0.208098271,0.086277732
0.6,0.3,1.00E-06,1,0.6,16,0,145,200,2,0,1.38,3.94905519,135,NA,17.15909091,89.02083333,0.192753654,2,24,0.073083644,0.458333333,1,2,16,11,13,24,0.191202326,0.504861631
0.6,0.3,1.00E-06,1,0.6,16,0,82,200,2,0,1.3,3.520915347,90,NA,20.8,110.7352941,0.187835325,2,17,0.415012602,0.176470588,1,2,8,3,14,17,0.376844275,0.37300064
0.6,0.3,1.00E-06,1,0.6,16,0,38,200,2,0,1.38,5.843410684,157,NA,52.91666667,232.0769231,0.228013479,2,26,0.329622106,0.346153846,1,2,16,9,17,26,0.284665768,0
0.4,0.3,1.00E-06,1,0.6,16,0,112,200,4,0,1.75,2.628618946,63,NA,56.65277778,226.6785714,0.249925599,4,14,-0.003124653,0.142857143,1,2,2,3,4,7,0.262026921,0.022031166
0.4,0.3,1.00E-06,1,0.6,16,0,112,200,4,0,1.75,2.628618946,63,NA,56.65277778,226.6785714,0.249925599,4,14,-0.003124653,0.142857143,1,3,5,3,5,8,0.305706931,0.022031166
0.4,0.3,1.00E-06,1,0.6,16,0,112,200,4,0,1.75,2.628618946,63,NA,56.65277778,226.6785714,0.249925599,4,14,-0.003124653,0.142857143,1,4,1,3,2,5,0.381604496,0.022031166
0.4,0.3,1.00E-06,1,0.6,16,0,112,200,4,0,1.75,2.628618946,63,NA,56.65277778,226.6785714,0.249925599,4,14,-0.003124653,0.142857143,2,3,8,4,5,9,0.238893802,0.022031166
0.4,0.3,1.00E-06,1,0.6,16,0,112,200,4,0,1.75,2.628618946,63,NA,56.65277778,226.6785714,0.249925599,4,14,-0.003124653,0.142857143,3,4,5,5,2,7,0.436448942,0.022031166
0.4,0.3,1.00E-06,1,0.6,16,0,83,200,2,0,1.35,3.483377857,72,NA,32.08333333,131.90625,0.243228303,2,16,-0.261457986,0.25,1,2,11,4,12,16,0.30818091,0.373126041
0.2,0.3,1.00E-06,1,0.6,16,0,67,200,2,0,1.33,3.209106498,135,NA,42.23913043,237.06,0.17817907,2,25,-0.231916356,0.32,1,2,15,17,8,25,0.164616133,0
0.6,0.3,1.00E-06,1,0.6,16,0,42,200,2,0,1.35,3.601077403,103,NA,20.30392157,103.7807018,0.195642554,2,19,0.325573317,0.315789474,1,2,11,6,13,19,0.231495208,0.458953433
0.6,0.3,1.00E-06,1,0.6,16,0,71,200,2,0,1.29,3.583944363,122,NA,44.45454545,228,0.194976077,2,24,-0.468583022,0.333333333,1,2,14,16,8,24,0.199312153,0
0.4,0.3,1.00E-06,1,0.6,16,0,69,200,2,0,1.33,4.245785134,121,NA,39.79545455,240.5625,0.165426675,2,24,-0.510249689,0.333333333,1,2,14,8,16,24,0.218450857,0.010653931
0.6,0.3,1.00E-06,1,0.6,16,0,111,200,2,0,1.29,3.700968063,131,NA,38.56818182,239.0833333,0.161316899,2,24,-0.093583022,0.333333333,1,2,15,16,8,24,0.181928143,0
0.4,0.3,1.00E-06,1,0.6,16,0,147,200,2,0,1.3,3.438970893,96,NA,15.60185185,109.8833333,0.141985608,2,20,-0.395479314,0.4,1,2,13,12,8,20,0.190697319,0.46544182
0.6,0.3,1.00E-06,1,0.6,16,0,129,200,3,0,1.7,2.133879061,90,NA,17.09375,91.63888889,0.186533798,3,18,0.009783844,0.277777778,1,2,11,7,6,13,0.143317031,0.454123711
0.6,0.3,1.00E-06,1,0.6,16,0,129,200,3,0,1.7,2.133879061,90,NA,17.09375,91.63888889,0.186533798,3,18,0.009783844,0.277777778,1,3,9,7,5,12,0.183729292,0.454123711
0.6,0.3,1.00E-06,1,0.6,16,0,129,200,3,0,1.7,2.133879061,90,NA,17.09375,91.63888889,0.186533798,3,18,0.009783844,0.277777778,2,3,3,6,5,11,0.15763612,0.454123711
0.4,0.3,1.00E-06,1,0.6,16,0,158,200,2,0,1.38,4.334189832,117,NA,41.56060606,235.2777778,0.176644843,2,24,-0.676916356,0.333333333,1,2,16,16,8,24,0.213595056,0.057655955
0.6,0.3,1.00E-06,1,0.6,16,0,62,200,2,0,1.4,4.36192578,112,NA,28.43518519,150.4583333,0.18899043,2,20,0.404520686,0.25,1,2,13,5,15,20,0.376548037,0.27140255
0.2,0.3,1.00E-06,1,0.6,16,0,48,200,2,0,1.33,3.210673611,141,NA,46.83333333,227.75,0.205634834,2,26,-0.285762509,0.423076923,1,2,17,15,11,26,0.1530952,0
0.6,0.3,1.00E-06,1,0.6,16,0,45,200,3,0,1.5,3.424031699,105,NA,34.38235294,121.1842105,0.283719742,3,19,0.430836475,0.157894737,1,2,1,3,3,6,0.477367766,0.367335865
0.6,0.3,1.00E-06,1,0.6,16,0,45,200,3,0,1.5,3.424031699,105,NA,34.38235294,121.1842105,0.283719742,3,19,0.430836475,0.157894737,1,3,7,3,13,16,0.345550884,0.367335865
0.6,0.3,1.00E-06,1,0.6,16,0,45,200,3,0,1.5,3.424031699,105,NA,34.38235294,121.1842105,0.283719742,3,19,0.430836475,0.157894737,2,3,8,3,13,16,0.305758808,0.367335865
0.4,0.3,1.00E-06,1,0.6,16,0,137,200,2,0,1.38,3.510350889,111,NA,44.64285714,221,0.202003878,2,23,-0.642496066,0.391304348,1,2,14,14,9,23,0.163721866,0.077419355
0.4,0.3,1.00E-06,1,0.6,16,0,144,200,3,0,1.54,3.22144226,123,NA,26.18253968,124.5507246,0.210215876,3,23,-0.120756935,0.130434783,1,2,8,16,4,20,0.281975946,0.411918225
0.4,0.3,1.00E-06,1,0.6,16,0,144,200,3,0,1.54,3.22144226,123,NA,26.18253968,124.5507246,0.210215876,3,23,-0.120756935,0.130434783,1,3,8,16,3,19,0.307891895,0.411918225
0.4,0.3,1.00E-06,1,0.6,16,0,144,200,3,0,1.54,3.22144226,123,NA,26.18253968,124.5507246,0.210215876,3,23,-0.120756935,0.130434783,2,3,1,4,3,7,0.355106771,0.411918225
0.2,0.3,1.00E-06,1,0.6,16,0,12,200,2,0,1.33,3.950220832,121,NA,42.18181818,244.6458333,0.172419933,2,24,-0.510249689,0.416666667,1,2,15,10,14,24,0.200896186,0
0.4,0.3,1.00E-06,1,0.6,16,0,122,200,2,0,1.45,3.007953096,66,NA,57.16666667,218.4230769,0.261724482,2,13,0.716655567,0.384615385,1,2,11,8,5,13,0.254664084,0.078625954
0.6,0.3,1.00E-06,1,0.6,16,0,3,200,2,0,1.25,2.350157748,55,NA,31,214.7692308,0.144340974,2,13,-0.129498279,0.307692308,1,2,9,4,9,13,0.201699708,0.075436983
0.4,0.3,1.00E-06,1,0.6,16,0,45,200,2,0,1.41,4.445179609,113,NA,43.25925926,190.8166667,0.226705874,2,20,0.454520686,0.4,1,2,16,12,8,20,0.276001216,0.132352941
0.2,0.3,1.00E-06,1,0.6,16,0,98,200,2,0,1.33,3.066018162,125,NA,45.29545455,227.8333333,0.198809603,2,24,-0.343583022,0.333333333,1,2,15,16,8,24,0.154460655,0
0.4,0.3,1.00E-06,1,0.6,16,0,23,200,2,0,1.29,3.579825066,135,NA,50.67361111,232.3974359,0.218047204,2,26,-0.51653174,0.384615385,1,2,14,10,16,26,0.167053261,0
0.6,0.3,1.00E-06,1,0.6,16,0,74,200,2,0,1.35,2.866341924,92,NA,15.20588235,92.97368421,0.16355039,2,19,-0.253374051,0.263157895,1,2,15,5,14,19,0.184886618,0.471689895
0.4,0.3,1.00E-06,1,0.6,16,0,109,200,4,0,1.62,2.835738882,127,NA,46.06818182,230.6041667,0.19977168,4,24,-0.260249689,0.166666667,1,2,5,4,6,10,0.241997134,0
0.4,0.3,1.00E-06,1,0.6,16,0,109,200,4,0,1.62,2.835738882,127,NA,46.06818182,230.6041667,0.19977168,4,24,-0.260249689,0.166666667,1,3,5,4,6,10,0.301384976,0
0.4,0.3,1.00E-06,1,0.6,16,0,109,200,4,0,1.62,2.835738882,127,NA,46.06818182,230.6041667,0.19977168,4,24,-0.260249689,0.166666667,2,3,1,6,6,12,0.248123727,0
0.4,0.3,1.00E-06,1,0.6,16,0,109,200,4,0,1.62,2.835738882,127,NA,46.06818182,230.6041667,0.19977168,4,24,-0.260249689,0.166666667,2,4,7,6,8,14,0.205603996,0
0.4,0.3,1.00E-06,1,0.6,16,0,109,200,4,0,1.62,2.835738882,127,NA,46.06818182,230.6041667,0.19977168,4,24,-0.260249689,0.166666667,3,4,7,6,8,14,0.192862999,0
0.4,0.3,1.00E-06,1,0.6,16,0,185,200,2,0,1.42,3.069608707,115,NA,38.43181818,233.9791667,0.164253163,2,24,-0.760249689,0.375,1,2,14,15,9,24,0.153432821,0
0.4,0.3,1.00E-06,1,0.6,16,0,11,200,2,0,1.33,3.232953229,147,NA,40.54166667,237.2692308,0.17086778,2,26,-0.054993279,0.346153846,1,2,13,17,9,26,0.159522817,0
0.2,0.3,1.00E-06,1,0.6,16,0,73,200,2,0.16,1.62,3.334400394,135,NA,36.09090909,202.125,0.178557373,2,24,0.073083644,0.5,1,2,23,12,12,24,0.158529702,0.180223881
0.4,0.3,1.00E-06,1,0.6,16,0,132,200,2,0,1.65,2.716996062,91,NA,25.51041667,123.9907407,0.20574453,2,18,0.065339399,0.444444444,1,2,20,10,8,18,0.16730099,0.433576642
0.6,0.3,1.00E-06,1,0.6,16,0,53,200,2,0,1.42,3.889187373,127,NA,14.90909091,88.08333333,0.169261202,2,24,-0.260249689,0.333333333,1,2,18,8,16,24,0.201778322,0.498758278
0.2,0.3,1.00E-06,1,0.6,16,0,51,200,2,0,1.42,4.071146776,160,NA,42.72222222,241.0641026,0.177223493,2,26,0.445006721,0.384615385,1,2,13,10,16,26,0.19268842,0
0.4,0.3,1.00E-06,1,0.6,16,0,89,200,2,0,1.38,4.417058416,133,NA,41.17391304,232.92,0.176772768,2,25,-0.311916356,0.48,1,2,14,12,13,25,0.212379208,0
0.6,0.3,1.00E-06,1,0.6,16,0,70,200,2,0,1.42,4.158527845,125,NA,44.92424242,240.5694444,0.186741265,2,24,-0.343583022,0.416666667,1,2,17,10,14,24,0.204817652,0
0.4,0.3,1.00E-06,1,0.6,16,0,51,200,2,0,1.33,3.989142164,160,NA,43.54166667,240.5576923,0.181003011,2,26,0.445006721,0.384615385,1,2,15,10,16,26,0.18273878,0
0.4,0.3,1.00E-06,1,0.6,16,0,76,200,3,0,1.6,3.503745348,94,NA,54.11111111,221.6,0.244183714,3,20,-0.495479314,0.25,1,2,10,5,8,13,0.266185255,0.058365759
0.4,0.3,1.00E-06,1,0.6,16,0,76,200,3,0,1.6,3.503745348,94,NA,54.11111111,221.6,0.244183714,3,20,-0.495479314,0.25,2,3,12,8,7,15,0.235803299,0.058365759
0.4,0.3,1.00E-06,1,0.6,16,0,115,200,2,0,1.38,3.475749356,124,NA,38.93939394,226.0138889,0.172287615,2,24,-0.385249689,0.416666667,1,2,15,14,10,24,0.174657174,0
0.6,0.3,1.00E-06,1,0.6,16,0,125,200,2,0.19,1.45,2.837005236,85,NA,16.84375,112.8611111,0.14924317,2,18,-0.267993934,0.277777778,1,2,14,13,5,18,0.222649899,0.418643133
0.4,0.3,1.00E-06,1,0.6,16,0,108,200,2,0,1.4,4.150536486,83,NA,33.21875,149.8888889,0.221622498,2,18,-0.379105045,0.388888889,1,2,15,11,7,18,0.287295471,0.407506702
0.4,0.3,1.00E-06,1,0.6,16,0,68,200,2,0,1.33,4.872841268,150,NA,46.5625,234.5,0.198560768,2,26,0.060391337,0.423076923,1,2,14,15,11,26,0.226825001,0
0.6,0.3,1.00E-06,1,0.6,16,0,95,200,2,0,1.25,3.490830299,160,NA,41.16666667,232.4230769,0.177119532,2,26,0.445006721,0.192307692,1,2,11,5,21,26,0.206347348,0
0.4,0.3,1.00E-06,1,0.6,16,0,27,200,3,0,1.5,3.128442496,142,NA,48.41666667,237.4230769,0.203925698,3,26,-0.247300971,0.115384615,1,2,9,18,3,21,0.282108966,0
0.4,0.3,1.00E-06,1,0.6,16,0,27,200,3,0,1.5,3.128442496,142,NA,48.41666667,237.4230769,0.203925698,3,26,-0.247300971,0.115384615,1,3,11,18,5,23,0.182194405,0
0.4,0.3,1.00E-06,1,0.6,16,0,2,200,3,0,1.45,2.604061047,96,NA,25.87254902,121.0350877,0.213760733,3,19,-0.042847735,0.315789474,1,2,6,6,7,13,0.199944588,0.481667504
0.4,0.3,1.00E-06,1,0.6,16,0,2,200,3,0,1.45,2.604061047,96,NA,25.87254902,121.0350877,0.213760733,3,19,-0.042847735,0.315789474,1,3,5,6,6,12,0.195846563,0.481667504
0.4,0.3,1.00E-06,1,0.6,16,0,2,200,3,0,1.45,2.604061047,96,NA,25.87254902,121.0350877,0.213760733,3,19,-0.042847735,0.315789474,2,3,8,7,6,13,0.206467963,0.481667504
0.6,0.3,1.00E-06,1,0.6,16,0,73,200,2,0,1.42,4.925037848,164,NA,51.88636364,240.3541667,0.215874617,2,24,1.281416978,0.333333333,1,2,14,8,16,24,0.266496419,0
0.4,0.3,1.00E-06,1,0.6,16,0,128,200,2,0,1.32,3.424737871,103,NA,54.73684211,230.5714286,0.237396465,2,21,-0.385955505,0.476190476,1,2,13,11,10,21,0.184981679,0.078359575
0.4,0.3,1.00E-06,1,0.6,16,0,167,200,2,0,1.35,3.351313376,87,NA,25,137.2894737,0.182096991,2,19,-0.516531946,0.263157895,1,2,13,5,14,19,0.26063458,0.355683269
0.6,0.3,1.00E-06,1,0.6,16,0,7,200,2,0,1.45,4.591505408,122,NA,20.08333333,87.325,0.229983777,2,20,0.904520686,0.4,1,2,16,8,12,20,0.267392128,0.497361478
0.4,0.3,1.00E-06,1,0.6,16,0,55,200,2,0,1.38,3.131483716,131,NA,44.13888889,244.5641026,0.180479835,2,26,-0.670377894,0.461538462,1,2,14,12,14,26,0.135799965,0
0.4,0.3,1.00E-06,1,0.6,16,0,161,200,2,0,1.4,2.570122477,115,NA,26.41666667,150.275,0.175788832,2,20,0.554520686,0.25,1,2,13,15,5,20,0.218134956,0.380926431
0.6,0.3,1.00E-06,1,0.6,16,0,165,200,2,0,1.39,3.691491551,70,NA,34.90277778,170.797619,0.204351665,2,14,0.496875347,0.5,1,2,10,7,7,14,0.274365812,0.148909657
