s_coef,death_rate,adv_rate,push_prop,mut_rate,sample_diameter,vaf_cutoff,seed,diameter,genetic_cluster,value_enn,value_lsi,chindex,sackin_value,sackin_p_value,mean_internal,mean_terminal,inter_terminal_ratio,genetic_class_num,sample_num,sackin_value_normalised,smallest_genetic_ratio,cat1,cat2,n_cross_edges,n_cat1,n_cat2,n_samples,silhouette_mean,whole_adv_freq
0.6,0.3,1.00E-06,1,0.6,16,0,151,200,2,0,1.33,6.809563371,68,NA,57.52564103,171.4333333,0.335556918,2,15,-0.103124653,0.466666667,1,2,9,8,7,15,0.440020067,0.237192982
0.6,0.3,1.00E-06,1,0.6,16,0,192,200,2,0,1.35,2.982284561,99,NA,30.46428571,146.65625,0.207725792,2,16,1.426042014,0.375,1,2,11,6,10,16,0.179788952,0.385175381
0.4,0.3,1.00E-06,1,0.6,16,0,118,200,2,0,1.33,3.27030156,141,NA,19.55,106.7727273,0.183099191,2,22,1.027464409,0.454545455,1,2,14,10,12,22,0.166696687,0.496422182
0.6,0.3,1.00E-06,1,0.6,16,0,49,200,2,0,1.38,3.002703258,154,NA,46.22916667,239.1730769,0.193287502,2,26,0.214237491,0.5,1,2,16,13,13,26,0.130990832,0
0.6,0.3,1.00E-06,1,0.6,16,0,113,200,2,0,1.38,3.164634214,146,NA,43.28030303,250.5138889,0.172766082,2,24,0.531416978,0.416666667,1,2,16,10,14,24,0.149560126,0
0.6,0.3,1.00E-06,1,0.6,16,0,162,200,3,0,1.54,3.628131996,124,NA,46.81818182,241.4166667,0.193931026,3,24,-0.385249689,0.291666667,1,2,7,9,7,16,0.226928816,0
0.6,0.3,1.00E-06,1,0.6,16,0,162,200,3,0,1.54,3.628131996,124,NA,46.81818182,241.4166667,0.193931026,3,24,-0.385249689,0.291666667,1,3,8,9,8,17,0.273546627,0
0.6,0.3,1.00E-06,1,0.6,16,0,162,200,3,0,1.54,3.628131996,124,NA,46.81818182,241.4166667,0.193931026,3,24,-0.385249689,0.291666667,2,3,8,7,8,15,0.226248214,0
0.4,0.3,1.00E-06,1,0.6,16,0,19,200,2,0.21,1.5,3.950504078,76,NA,30.15384615,137.0333333,0.220047527,2,15,0.43020868,0.266666667,1,2,13,4,11,15,0.344381482,0.369345037
0.4,0.3,1.00E-06,1,0.6,16,0,172,200,2,0,1.35,3.700774028,101,NA,28.37254902,129.7192982,0.218722653,2,19,0.220310159,0.263157895,1,2,12,5,14,19,0.239431474,0.328744493
0.6,0.3,1.00E-06,1,0.6,16,0,51,200,2,0,1.42,4.015756474,160,NA,42.97222222,241.275641,0.178104271,2,26,0.445006721,0.384615385,1,2,13,10,16,26,0.190839948,0
0.2,0.3,1.00E-06,1,0.6,16,0,18,200,2,0,1.33,4.02211465,146,NA,41,240.1538462,0.170723895,2,26,-0.093454817,0.423076923,1,2,16,15,11,26,0.186113909,0
0.6,0.3,1.00E-06,1,0.6,16,0,69,200,2,0,1.28,3.986945684,74,NA,29.96153846,163.6333333,0.183101681,2,15,0.296875347,0.266666667,1,2,10,11,4,15,0.374146575,0.21724372
0.4,0.3,1.00E-06,1,0.6,16,0,113,200,2,0,1.38,3.164933089,146,NA,42.26515152,250.7777778,0.168536271,2,24,0.531416978,0.416666667,1,2,16,10,14,24,0.150266312,0
0.2,0.3,1.00E-06,1,0.6,16,0,15,200,2,0,1.33,5.404786469,128,NA,55.60869565,228.44,0.243428015,2,25,-0.511916356,0.28,1,2,19,18,7,25,0.287718575,0
0.6,0.3,1.00E-06,1,0.6,16,0,172,200,2,0,1.38,3.6417733,125,NA,13.91666667,92.76388889,0.150022458,2,24,-0.343583022,0.375,1,2,16,9,15,24,0.184328807,0.483346872
0.6,0.3,1.00E-06,1,0.6,16,0,43,200,2,0,1.5,2.990433772,149,NA,39.15972222,231.775641,0.168955297,2,26,0.021929798,0.423076923,1,2,20,11,15,26,0.136488126,0
0.6,0.3,1.00E-06,1,0.6,16,0,91,200,3,0.18,1.75,2.29466151,46,NA,18.2,96.91666667,0.187790198,3,12,-0.373088023,0.25,1,2,2,3,5,8,0.261031488,0.445192308
0.6,0.3,1.00E-06,1,0.6,16,0,91,200,3,0.18,1.75,2.29466151,46,NA,18.2,96.91666667,0.187790198,3,12,-0.373088023,0.25,1,3,5,3,4,7,0.243752024,0.445192308
0.6,0.3,1.00E-06,1,0.6,16,0,91,200,3,0.18,1.75,2.29466151,46,NA,18.2,96.91666667,0.187790198,3,12,-0.373088023,0.25,2,3,13,5,4,9,0.239974634,0.445192308
0.6,0.3,1.00E-06,1,0.6,16,0,114,200,2,0,1.33,3.252379527,129,NA,40.45833333,239.6538462,0.168819879,2,26,-0.747300971,0.423076923,1,2,14,15,11,26,0.147108687,0
0.4,0.3,1.00E-06,1,0.6,16,0,181,200,2,0,1.35,2.138933256,116,NA,17.49074074,116.6833333,0.149899221,2,20,0.604520686,0.5,1,2,14,10,10,20,0.099995523,0.480280929
0.6,0.3,1.00E-06,1,0.6,16,0,30,200,2,0,1.28,5.261711064,77,NA,40.35714286,153.5625,0.262805977,2,16,0.051042014,0.375,1,2,11,6,10,16,0.378452765,0.286400769
0.6,0.3,1.00E-06,1,0.6,16,0,134,200,2,0,1.38,5.551812685,175,NA,18.73484848,92.07638889,0.203470713,2,24,1.739750311,0.5,1,2,14,12,12,24,0.269782836,0.502277433
0.6,0.3,1.00E-06,1,0.6,16,0,190,200,2,0,1.33,3.677788964,135,NA,46.04166667,230.2307692,0.19998051,2,26,-0.51653174,0.307692308,1,2,14,8,18,26,0.182445987,0
0.4,0.3,1.00E-06,1,0.6,16,0,84,200,2,0,1.29,3.360339125,125,NA,51.47727273,224.6458333,0.229148576,2,24,-0.343583022,0.208333333,1,2,11,19,5,24,0.202864316,0
0.4,0.3,1.00E-06,1,0.6,16,0,85,200,3,0,1.54,4.018071226,135,NA,54.21527778,241.2628205,0.224714598,3,26,-0.51653174,0.307692308,1,2,10,9,9,18,0.288008076,0
0.4,0.3,1.00E-06,1,0.6,16,0,85,200,3,0,1.54,4.018071226,135,NA,54.21527778,241.2628205,0.224714598,3,26,-0.51653174,0.307692308,1,3,8,9,8,17,0.227144068,0
0.4,0.3,1.00E-06,1,0.6,16,0,85,200,3,0,1.54,4.018071226,135,NA,54.21527778,241.2628205,0.224714598,3,26,-0.51653174,0.307692308,2,3,5,9,8,17,0.246142249,0
0.4,0.3,1.00E-06,1,0.6,16,0,110,200,2,0,1.33,3.419978953,116,NA,47.62878788,256.3958333,0.185762722,2,24,-0.718583022,0.375,1,2,15,9,15,24,0.173891539,0
0.6,0.3,1.00E-06,1,0.6,16,0,39,200,3,0,1.42,3.598641904,145,NA,46.5625,242.75,0.191812564,3,26,-0.131916356,0.230769231,1,2,5,7,6,13,0.262806389,0
0.6,0.3,1.00E-06,1,0.6,16,0,39,200,3,0,1.42,3.598641904,145,NA,46.5625,242.75,0.191812564,3,26,-0.131916356,0.230769231,1,3,8,7,13,20,0.245884699,0
0.6,0.3,1.00E-06,1,0.6,16,0,39,200,3,0,1.42,3.598641904,145,NA,46.5625,242.75,0.191812564,3,26,-0.131916356,0.230769231,2,3,10,6,13,19,0.214210212,0
0.4,0.3,1.00E-06,1,0.6,16,0,157,200,3,0,1.6,2.956741263,110,NA,25.8627451,119.5438596,0.216345241,3,19,0.69399437,0.105263158,1,3,6,2,9,11,0.343332837,0.449793673
0.4,0.3,1.00E-06,1,0.6,16,0,157,200,3,0,1.6,2.956741263,110,NA,25.8627451,119.5438596,0.216345241,3,19,0.69399437,0.105263158,2,3,17,8,9,17,0.174544522,0.449793673
0.6,0.3,1.00E-06,1,0.6,16,0,29,200,2,0,1.3,3.529871904,66,NA,21.34615385,115.1,0.185457462,2,15,-0.236457986,0.266666667,1,2,10,4,11,15,0.33799829,0.401092233
0.4,0.3,1.00E-06,1,0.6,16,0,107,200,2,0,1.3,3.023586489,90,NA,28.14705882,129.1052632,0.218016355,2,19,-0.358637209,0.157894737,1,2,8,3,16,19,0.306305367,0.414209115
0.2,0.3,1.00E-06,1,0.6,16,0,8,200,3,0,1.46,3.260571421,131,NA,40.77083333,248.8269231,0.163852178,3,26,-0.670377894,0.230769231,1,2,8,11,6,17,0.210092449,0.005754213
0.2,0.3,1.00E-06,1,0.6,16,0,8,200,3,0,1.46,3.260571421,131,NA,40.77083333,248.8269231,0.163852178,3,26,-0.670377894,0.230769231,1,3,8,11,9,20,0.199454917,0.005754213
0.2,0.3,1.00E-06,1,0.6,16,0,8,200,3,0,1.46,3.260571421,131,NA,40.77083333,248.8269231,0.163852178,3,26,-0.670377894,0.230769231,2,3,7,6,9,15,0.218211614,0.005754213
0.6,0.3,1.00E-06,1,0.6,16,0,15,200,2,0,1.38,3.744438268,127,NA,43.88405797,233.1666667,0.188208969,2,25,-0.551916356,0.44,1,2,15,11,14,25,0.178622006,0
0.6,0.3,1.00E-06,1,0.6,16,0,141,200,2,0,1.3,3.948633537,128,NA,27.08333333,153.425,0.176524904,2,20,1.204520686,0.15,1,2,9,17,3,20,0.41925393,0.300431832
0.2,0.3,1.00E-06,1,0.6,16,0,58,200,2,0,1.33,3.396869469,126,NA,51.77272727,226.9166667,0.228157447,2,24,-0.301916356,0.416666667,1,2,15,10,14,24,0.16851513,0.002565199
0.4,0.3,1.00E-06,1,0.6,16,0,160,200,2,0,1.38,3.672647162,137,NA,42.60416667,231.3846154,0.18412705,2,26,-0.439608663,0.384615385,1,2,18,16,10,26,0.177241608,0
0.4,0.3,1.00E-06,1,0.6,16,0,22,200,2,0,1.38,3.2572682,114,NA,35.54545455,228.7083333,0.155418275,2,24,-0.801916356,0.458333333,1,2,14,11,13,24,0.158129053,0
0.2,0.3,1.00E-06,1,0.6,16,0,54,200,2,0,1.38,3.442107372,139,NA,41.86111111,218.3974359,0.191674005,2,26,-0.362685586,0.384615385,1,2,16,10,16,26,0.155119173,0
0.2,0.3,1.00E-06,1,0.6,16,0,77,200,2,0,1.33,5.343510851,139,NA,57.72916667,246.9615385,0.233757722,2,26,-0.362685586,0.384615385,1,2,15,16,10,26,0.2514172,0
0.4,0.3,1.00E-06,1,0.6,16,0,142,200,3,0,1.54,2.976674318,133,NA,35.83333333,225.2307692,0.159096084,3,26,-0.593454817,0.269230769,1,2,8,10,9,19,0.16257197,0
0.4,0.3,1.00E-06,1,0.6,16,0,142,200,3,0,1.54,2.976674318,133,NA,35.83333333,225.2307692,0.159096084,3,26,-0.593454817,0.269230769,1,3,7,10,7,17,0.185780673,0
0.4,0.3,1.00E-06,1,0.6,16,0,142,200,3,0,1.54,2.976674318,133,NA,35.83333333,225.2307692,0.159096084,3,26,-0.593454817,0.269230769,2,3,7,9,7,16,0.203150532,0
0.4,0.3,1.00E-06,1,0.6,16,0,173,200,2,0,1.38,3.699837293,125,NA,47.74242424,216.9861111,0.220025254,2,24,-0.343583022,0.375,1,2,15,15,9,24,0.201447412,0.043022821
0.2,0.3,1.00E-06,1,0.6,16,0,52,200,2,0,1.25,3.08216486,127,NA,49.5,252.6875,0.195894138,2,24,-0.260249689,0.5,1,2,16,12,12,24,0.145565769,0.003254679
0.2,0.3,1.00E-06,1,0.6,16,0,44,200,2,0,1.29,2.945879016,145,NA,38.16666667,233,0.163805436,2,26,-0.131916356,0.307692308,1,2,14,8,18,26,0.145765166,0
0.4,0.3,1.00E-06,1,0.6,16,0,103,200,2,0,1.42,3.646538546,122,NA,47.13636364,232.875,0.202410579,2,24,-0.468583022,0.416666667,1,2,19,10,14,24,0.177921364,0
0.4,0.3,1.00E-06,1,0.6,16,0,125,200,2,0,1.33,3.978049704,118,NA,47.72727273,243.7916667,0.195770731,2,24,-0.635249689,0.291666667,1,2,13,17,7,24,0.241653995,0.077202073
0.4,0.3,1.00E-06,1,0.6,16,0,24,200,2,0,1.38,3.352451076,142,NA,46.11363636,238.75,0.193146121,2,24,0.364750311,0.375,1,2,15,9,15,24,0.161239628,0
0.2,0.3,1.00E-06,1,0.6,16,0,39,200,2,0,1.25,3.882173335,145,NA,47.04166667,242.4615385,0.194017026,2,26,-0.131916356,0.269230769,1,2,13,19,7,26,0.20514244,0
0.2,0.3,1.00E-06,1,0.6,16,0,1,200,3,0,1.58,3.8560237,119,NA,49.54545455,225.6666667,0.219551497,3,24,-0.593583022,0.25,1,2,6,9,6,15,0.261180858,0
0.2,0.3,1.00E-06,1,0.6,16,0,1,200,3,0,1.58,3.8560237,119,NA,49.54545455,225.6666667,0.219551497,3,24,-0.593583022,0.25,1,3,12,9,9,18,0.22399329,0
0.2,0.3,1.00E-06,1,0.6,16,0,1,200,3,0,1.58,3.8560237,119,NA,49.54545455,225.6666667,0.219551497,3,24,-0.593583022,0.25,2,3,6,6,9,15,0.3122502,0
0.4,0.3,1.00E-06,1,0.6,16,0,170,200,2,0,1.25,3.120223366,90,NA,26.17647059,128.2105263,0.204167874,2,19,-0.358637209,0.210526316,1,2,9,15,4,19,0.237154377,0.422192152
0.6,0.3,1.00E-06,1,0.6,16,0,81,200,3,0,1.58,2.648928622,124,NA,47.18181818,235.4583333,0.200382877,3,24,-0.385249689,0.166666667,1,2,7,12,8,20,0.148297994,0
0.6,0.3,1.00E-06,1,0.6,16,0,81,200,3,0,1.58,2.648928622,124,NA,47.18181818,235.4583333,0.200382877,3,24,-0.385249689,0.166666667,1,3,8,12,4,16,0.198529451,0
0.6,0.3,1.00E-06,1,0.6,16,0,81,200,3,0,1.58,2.648928622,124,NA,47.18181818,235.4583333,0.200382877,3,24,-0.385249689,0.166666667,2,3,8,8,4,12,0.213543442,0
0.4,0.3,1.00E-06,1,0.6,16,0,16,200,2,0,1.41,5.200524655,153,NA,42.9,198.7954545,0.215799703,2,22,1.572918954,0.454545455,1,2,15,12,10,22,0.280835015,0.13040901
0.6,0.3,1.00E-06,1,0.6,16,0,115,200,2,0,1.38,3.289602849,122,NA,39.31060606,225.7361111,0.174144074,2,24,-0.468583022,0.416666667,1,2,15,10,14,24,0.163211072,0
0.4,0.3,1.00E-06,1,0.6,16,0,79,200,2,0,1.4,3.273118144,82,NA,23.5,118.3888889,0.198498358,2,18,-0.434660601,0.388888889,1,2,12,11,7,18,0.218833139,0.447954056
0.4,0.3,1.00E-06,1,0.6,16,0,145,200,2,0,1.29,4.726714439,128,NA,30.03030303,109.0833333,0.275296896,2,24,-0.218583022,0.125,1,2,9,3,21,24,0.392671715,0.49615906
0.6,0.3,1.00E-06,1,0.6,16,0,16,200,2,0,1.25,3.216807998,78,NA,20.53571429,98.09375,0.209347836,2,16,0.113542014,0.125,1,2,5,2,14,16,0.414388024,0.44738323
0.4,0.3,1.00E-06,1,0.6,16,0,192,200,2,0,1.38,4.054075712,134,NA,46.80434783,226.08,0.207025601,2,25,-0.271916356,0.36,1,2,17,16,9,25,0.220590254,0.076234789
0.4,0.3,1.00E-06,1,0.6,16,0,183,200,2,0,1.35,5.124398895,83,NA,47.46666667,197.4705882,0.240373349,2,17,0.003247896,0.470588235,1,2,13,8,9,17,0.315892227,0.110081112
0.2,0.3,1.00E-06,1,0.6,16,0,11,200,2,0,1.25,3.45057265,143,NA,47.59722222,230.3076923,0.206667966,2,26,-0.208839432,0.269230769,1,2,13,7,19,26,0.175304236,0
0.6,0.3,1.00E-06,1,0.6,16,0,132,200,2,0,1.35,4.375427057,118,NA,17.27777778,98.025,0.176258891,2,20,0.704520686,0.45,1,2,14,9,11,20,0.250872336,0.48185941
0.6,0.3,1.00E-06,1,0.6,16,0,143,200,2,0,1.45,3.381391961,106,NA,19.51851852,106.4333333,0.183387271,2,20,0.104520686,0.4,1,2,14,8,12,20,0.194556551,0.466694079
0.4,0.3,1.00E-06,1,0.6,16,0,18,200,2,0,1.33,3.952958172,146,NA,40.625,240.4615385,0.168945937,2,26,-0.093454817,0.423076923,1,2,16,15,11,26,0.182501515,0
0.4,0.3,1.00E-06,1,0.6,16,0,95,200,2,0,1.38,3.433883429,130,NA,41.41666667,234.1346154,0.176892539,2,26,-0.708839432,0.384615385,1,2,16,16,10,26,0.157662263,0
0.2,0.3,1.00E-06,1,0.6,16,0,47,200,2,0,1.29,3.661781291,135,NA,43.875,245.7692308,0.178521127,2,26,-0.51653174,0.192307692,1,2,11,5,21,26,0.229137294,0
0.6,0.3,1.00E-06,1,0.6,16,0,180,200,2,0.16,1.58,3.18764242,135,NA,43.54545455,245.1041667,0.177661013,2,24,0.073083644,0.375,1,2,20,15,9,24,0.166047284,0
0.2,0.3,1.00E-06,1,0.6,16,0,10,200,2,0,1.29,4.516652057,153,NA,48.63636364,243.1666667,0.200012462,2,24,0.823083644,0.458333333,1,2,16,11,13,24,0.220909845,0
0.4,0.3,1.00E-06,1,0.6,16,0,136,200,2,0,1.35,4.855049857,124,NA,36.23529412,180,0.20130719,2,19,1.430836475,0.263157895,1,2,13,14,5,19,0.357531313,0.183429672
0.6,0.3,1.00E-06,1,0.6,16,0,50,200,2,0,1.3,2.781243554,93,NA,19.23529412,103.9210526,0.185095259,2,19,-0.200742472,0.315789474,1,2,11,13,6,19,0.189784116,0.449784017
0.6,0.3,1.00E-06,1,0.6,16,0,97,200,3,0,1.45,2.390517619,102,NA,15.93137255,104.9824561,0.151752713,3,19,0.272941738,0.157894737,1,2,1,3,6,9,0.295914238,0.44313238
0.6,0.3,1.00E-06,1,0.6,16,0,97,200,3,0,1.45,2.390517619,102,NA,15.93137255,104.9824561,0.151752713,3,19,0.272941738,0.157894737,1,3,7,3,10,13,0.234867372,0.44313238
0.6,0.3,1.00E-06,1,0.6,16,0,97,200,3,0,1.45,2.390517619,102,NA,15.93137255,104.9824561,0.151752713,3,19,0.272941738,0.157894737,2,3,10,6,10,16,0.146741727,0.44313238
0.4,0.3,1.00E-06,1,0.6,16,0,150,200,2,0,1.29,3.962548533,124,NA,41.9047619,238.5,0.175701308,2,23,-0.077278674,0.304347826,1,2,13,7,16,23,0.227896032,0.000875657
0.6,0.3,1.00E-06,1,0.6,16,0,175,200,2,0,1.35,2.41716358,98,NA,16.61764706,101.3947368,0.163890628,2,19,0.062415423,0.315789474,1,2,11,6,13,19,0.155173799,0.464188081
0.6,0.3,1.00E-06,1,0.6,16,0,186,200,2,0,1.45,2.739335688,56,NA,35.09090909,178.6153846,0.196460731,2,13,-0.052575203,0.461538462,1,2,11,6,7,13,0.21621664,0.190954774
0.6,0.3,1.00E-06,1,0.6,16,0,128,200,2,0,1.28,3.924556746,66,NA,40.47435897,165.1222222,0.245117577,2,15,-0.236457986,0.2,1,2,8,3,12,15,0.403543169,0.297063903
0.6,0.3,1.00E-06,1,0.6,16,0,163,200,2,0,1.33,3.634294978,137,NA,16.54545455,97.375,0.169914809,2,24,0.156416978,0.291666667,1,2,15,17,7,24,0.201681418,0.497071994
0.4,0.3,1.00E-06,1,0.6,16,0,96,200,2,0,1.27,4.276593187,104,NA,19.5,108.0714286,0.180436219,2,21,-0.338336457,0.476190476,1,2,13,11,10,21,0.23368465,0.486990673
0.2,0.3,1.00E-06,1,0.6,16,0,66,200,2,0,1.33,6.402189162,120,NA,56.52272727,230.6041667,0.245107138,2,24,-0.551916356,0.416666667,1,2,13,14,10,24,0.316790555,0
0.6,0.3,1.00E-06,1,0.6,16,0,36,200,2,0,1.33,5.429166636,146,NA,18.31746032,89.88405797,0.203789868,2,23,0.879243065,0.391304348,1,2,16,14,9,23,0.271995933,0.496681416
0.6,0.3,1.00E-06,1,0.6,16,0,10,200,2,0,1.29,4.370292559,143,NA,49.04545455,242.9583333,0.20186776,2,24,0.406416978,0.458333333,1,2,16,11,13,24,0.214028664,0
0.4,0.3,1.00E-06,1,0.6,16,0,17,200,2,0,1.3,3.775736561,79,NA,28.23333333,125.0294118,0.225813534,2,17,-0.232046222,0.235294118,1,2,10,4,13,17,0.338029036,0.400772574
0.6,0.3,1.00E-06,1,0.6,16,0,142,200,2,0,1.38,3.029300095,130,NA,39.91666667,227.1538462,0.175725251,2,26,-0.708839432,0.384615385,1,2,16,16,10,26,0.128709374,0.003759398
0.4,0.3,1.00E-06,1,0.6,16,0,174,200,2,0,1.35,3.467857406,93,NA,41.52777778,205.85,0.201738051,2,20,-0.545479314,0.4,1,2,15,8,12,20,0.206255888,0.105346535
0.6,0.3,1.00E-06,1,0.6,16,0,58,200,3,0.14,1.7,2.814987787,92,NA,20.32352941,115.1578947,0.176484031,3,19,-0.253374051,0.210526316,1,2,9,4,8,12,0.261609373,0.436190476
0.6,0.3,1.00E-06,1,0.6,16,0,58,200,3,0.14,1.7,2.814987787,92,NA,20.32352941,115.1578947,0.176484031,3,19,-0.253374051,0.210526316,1,3,3,4,7,11,0.26347502,0.436190476
0.6,0.3,1.00E-06,1,0.6,16,0,58,200,3,0.14,1.7,2.814987787,92,NA,20.32352941,115.1578947,0.176484031,3,19,-0.253374051,0.210526316,2,3,11,8,7,15,0.223780935,0.436190476
0.4,0.3,1.00E-06,1,0.6,16,0,6,200,2,0,1.41,3.707261163,97,NA,37.18421053,215.3809524,0.172643914,2,21,-0.67166979,0.476190476,1,2,18,10,11,21,0.210472936,0.114264376
0.6,0.3,1.00E-06,1,0.6,16,0,161,200,2,0,1.35,3.049551217,116,NA,15.37962963,93.93333333,0.163729201,2,20,0.604520686,0.25,1,2,10,5,15,20,0.208751353,0.501764706
0.4,0.3,1.00E-06,1,0.6,16,0,163,200,3,0,1.58,2.98298363,118,NA,35.77272727,229.5,0.15587245,3,24,-0.635249689,0.25,1,2,9,11,7,18,0.177414032,0
0.4,0.3,1.00E-06,1,0.6,16,0,163,200,3,0,1.58,2.98298363,118,NA,35.77272727,229.5,0.15587245,3,24,-0.635249689,0.25,1,3,10,11,6,17,0.224281731,0
0.4,0.3,1.00E-06,1,0.6,16,0,163,200,3,0,1.58,2.98298363,118,NA,35.77272727,229.5,0.15587245,3,24,-0.635249689,0.25,2,3,4,7,6,13,0.232679555,0
0.4,0.3,1.00E-06,1,0.6,16,0,191,200,2,0,1.27,3.2832207,102,NA,37.175,230.3636364,0.161375296,2,22,-0.745262864,0.363636364,1,2,13,8,14,22,0.163684238,0.049092409
0.4,0.3,1.00E-06,1,0.6,16,0,35,200,2,0,1.29,2.680148976,135,NA,38.84090909,227.25,0.170917092,2,24,0.073083644,0.166666667,1,2,10,4,20,24,0.180106256,0
0.2,0.3,1.00E-06,1,0.6,16,0,70,200,2,0,1.42,4.158527845,125,NA,44.92424242,240.5694444,0.186741265,2,24,-0.343583022,0.416666667,1,2,17,10,14,24,0.204817652,0
0.4,0.3,1.00E-06,1,0.6,16,0,13,200,2,0,1.45,3.184602059,95,NA,38.08333333,207.7037037,0.183354137,2,18,0.287561621,0.333333333,1,2,15,12,6,18,0.234196226,0.153686397
0.4,0.3,1.00E-06,1,0.6,16,0,74,200,2,0.16,1.58,2.591043032,114,NA,33.68181818,239.875,0.140414041,2,24,-0.801916356,0.333333333,1,2,19,16,8,24,0.120202342,0.001042028
0.6,0.3,1.00E-06,1,0.6,16,0,164,200,2,0,1.4,5.599672699,83,NA,45.64705882,221.0526316,0.206498599,2,19,-0.727058262,0.421052632,1,2,14,11,8,19,0.338485331,0.127981651
0.6,0.3,1.00E-06,1,0.6,16,0,177,200,2,0,1.3,3.178910903,92,NA,17.77777778,100.95,0.176104782,2,20,-0.595479314,0.4,1,2,14,12,8,20,0.17445686,0.469572723
0.2,0.3,1.00E-06,1,0.6,16,0,80,200,2,0,1.33,4.40613686,152,NA,48.40277778,227.9358974,0.212352588,2,26,0.137314414,0.5,1,2,15,13,13,26,0.200850912,0.023797468
0.6,0.3,1.00E-06,1,0.6,16,0,187,200,2,0.28,1.65,2.610871996,123,NA,13.36111111,105.325,0.126856028,2,20,0.954520686,0.45,1,2,22,11,9,20,0.141298685,0.502236136
0.6,0.3,1.00E-06,1,0.6,16,0,118,200,2,0,1.29,4.463568083,128,NA,17.04545455,91.41666667,0.186458938,2,24,-0.218583022,0.416666667,1,2,15,10,14,24,0.227712173,0.483221477
0.4,0.3,1.00E-06,1,0.6,16,0,117,200,2,0,1.42,3.108491616,134,NA,37.75,232.4375,0.16240925,2,24,0.031416978,0.333333333,1,2,15,8,16,24,0.153016709,0
0.4,0.3,1.00E-06,1,0.6,16,0,71,200,2,0,1.33,3.549947328,122,NA,48.39393939,224.5972222,0.215469893,2,24,-0.468583022,0.416666667,1,2,15,10,14,24,0.167886044,0
0.6,0.3,1.00E-06,1,0.6,16,0,99,200,2,0,1.38,4.109698005,134,NA,53.97916667,255.1346154,0.211571317,2,26,-0.554993279,0.346153846,1,2,15,9,17,26,0.202580731,0
0.6,0.3,1.00E-06,1,0.6,16,0,40,200,2,0,1.35,3.540509638,70,NA,21.17857143,111.9375,0.189199968,2,16,-0.386457986,0.3125,1,2,12,11,5,16,0.295905723,0.432282004
0.4,0.3,1.00E-06,1,0.6,16,0,73,200,2,0,1.38,2.650357235,142,NA,20.25,106.9375,0.189362946,2,24,0.364750311,0.458333333,1,2,17,11,13,24,0.115702922,0.504424779
0.2,0.3,1.00E-06,1,0.6,16,0,45,200,2,0,1.29,3.690104758,139,NA,52.81944444,227.5897436,0.232081831,2,26,-0.362685586,0.346153846,1,2,14,9,17,26,0.180901043,0.015089163
0.2,0.3,1.00E-06,1,0.6,16,0,84,200,2,0,1.29,5.090022987,125,NA,57.8030303,224.7916667,0.25714045,2,24,-0.343583022,0.208333333,1,2,11,5,19,24,0.322961373,0
0.6,0.3,1.00E-06,1,0.6,16,0,103,200,3,0,1.58,3.650201356,122,NA,46.77272727,233.3333333,0.200454545,3,24,-0.468583022,0.25,1,2,11,10,8,18,0.257876207,0
0.6,0.3,1.00E-06,1,0.6,16,0,103,200,3,0,1.58,3.650201356,122,NA,46.77272727,233.3333333,0.200454545,3,24,-0.468583022,0.25,1,3,8,10,6,16,0.238994331,0
0.6,0.3,1.00E-06,1,0.6,16,0,103,200,3,0,1.58,3.650201356,122,NA,46.77272727,233.3333333,0.200454545,3,24,-0.468583022,0.25,2,3,5,8,6,14,0.264500341,0
0.6,0.3,1.00E-06,1,0.6,16,0,35,200,2,0,1.29,2.690786801,135,NA,37.22727273,228.6666667,0.162801484,2,24,0.073083644,0.166666667,1,2,10,4,20,24,0.183239201,0
