s_coef,death_rate,adv_rate,push_prop,mut_rate,sample_diameter,vaf_cutoff,seed,diameter,genetic_cluster,value_enn,value_lsi,chindex,sackin_value,sackin_p_value,mean_internal,mean_terminal,inter_terminal_ratio,genetic_class_num,sample_num,sackin_value_normalised,smallest_genetic_ratio,cat1,cat2,n_cross_edges,n_cat1,n_cat2,n_samples,silhouette_mean,whole_adv_freq
0.2,0.3,1.00E-06,1,0.6,16,0,49,200,2,0,1.38,3.063256507,154,NA,46.875,238.5384615,0.196509191,2,26,0.214237491,0.5,1,2,16,13,13,26,0.134298735,0
0.6,0.3,1.00E-06,1,0.6,16,0,80,200,2,0,1.75,2.131101014,111,NA,14.70588235,93.73684211,0.156884764,2,19,0.746625949,0.473684211,1,2,26,10,9,19,0.103846989,0.48852459
0.4,0.3,1.00E-06,1,0.6,16,0,187,200,3,0,1.7,3.198571723,84,NA,44.66666667,175.3529412,0.254724365,3,17,0.062071425,0.235294118,1,2,1,4,7,11,0.424091689,0.228330857
0.4,0.3,1.00E-06,1,0.6,16,0,187,200,3,0,1.7,3.198571723,84,NA,44.66666667,175.3529412,0.254724365,3,17,0.062071425,0.235294118,1,3,10,4,6,10,0.20952401,0.228330857
0.4,0.3,1.00E-06,1,0.6,16,0,187,200,3,0,1.7,3.198571723,84,NA,44.66666667,175.3529412,0.254724365,3,17,0.062071425,0.235294118,2,3,12,7,6,13,0.258792256,0.228330857
0.6,0.3,1.00E-06,1,0.6,16,0,198,200,2,0,1.38,3.264406086,140,NA,39.75,235.6923077,0.168652089,2,26,-0.324224048,0.423076923,1,2,17,11,15,26,0.145607317,0
0.6,0.3,1.00E-06,1,0.6,16,0,93,200,2,0,1.4,2.803387195,99,NA,17.35294118,95.39473684,0.181906694,2,19,0.115047002,0.421052632,1,2,14,11,8,19,0.160645088,0.473764646
0.6,0.3,1.00E-06,1,0.6,16,0,9,200,2,0,1.31,4.02100754,58,NA,38.5,158.9615385,0.242196951,2,13,0.101270951,0.230769231,1,2,8,3,10,13,0.417370779,0.290582404
0.6,0.3,1.00E-06,1,0.6,16,0,184,200,2,0,1.3,3.067700466,96,NA,16.08823529,112.1842105,0.143409088,2,19,-0.042847735,0.210526316,1,2,9,4,15,19,0.271238249,0.441612604
0.4,0.3,1.00E-06,1,0.6,16,0,130,200,2,0,1.4,2.953826071,105,NA,36.6,206.0588235,0.177619184,2,17,1.297365543,0.352941176,1,2,12,11,6,17,0.209348705,0.101187857
0.6,0.3,1.00E-06,1,0.6,16,0,89,200,2,0,1.38,4.518001828,118,NA,48.61363636,246.375,0.197315622,2,24,-0.635249689,0.5,1,2,14,12,12,24,0.225313889,0
0.6,0.3,1.00E-06,1,0.6,16,0,148,200,2,0,1.54,5.226599724,182,NA,20.84090909,94.08333333,0.22151542,2,24,2.031416978,0.5,1,2,22,12,12,24,0.251235822,0.50911577
0.4,0.3,1.00E-06,1,0.6,16,0,53,200,2,0,1.35,3.893616465,100,NA,19.18518519,110.6083333,0.173451535,2,20,-0.195479314,0.45,1,2,12,9,11,20,0.222118098,0.481481481
0.2,0.3,1.00E-06,1,0.6,16,0,55,200,2,0,1.38,3.188088733,134,NA,41.3125,247.1346154,0.167165979,2,26,-0.554993279,0.461538462,1,2,14,14,12,26,0.13914681,0
0.4,0.3,1.00E-06,1,0.6,16,0,121,200,2,0,1.38,3.297409696,140,NA,47.3030303,253.4722222,0.186620174,2,24,0.281416978,0.333333333,1,2,16,8,16,24,0.161658423,0
0.6,0.3,1.00E-06,1,0.6,16,0,26,200,2,0,1.42,6.227658279,126,NA,55.21969697,225.2708333,0.245125817,2,24,-0.301916356,0.333333333,1,2,15,16,8,24,0.313725971,0
0.2,0.3,1.00E-06,1,0.6,16,0,9,200,2,0,1.38,5.845717063,152,NA,47.91304348,218.92,0.21886097,2,25,0.448083644,0.48,1,2,16,12,13,25,0.272384561,0
0.6,0.3,1.00E-06,1,0.6,16,0,76,200,3,0,1.6,3.795631153,90,NA,49.85294118,201.5263158,0.24737683,3,19,-0.358637209,0.263157895,1,2,11,7,7,14,0.256616861,0.144200627
0.6,0.3,1.00E-06,1,0.6,16,0,76,200,3,0,1.6,3.795631153,90,NA,49.85294118,201.5263158,0.24737683,3,19,-0.358637209,0.263157895,1,3,2,7,5,12,0.302106251,0.144200627
0.6,0.3,1.00E-06,1,0.6,16,0,76,200,3,0,1.6,3.795631153,90,NA,49.85294118,201.5263158,0.24737683,3,19,-0.358637209,0.263157895,2,3,8,7,5,12,0.340093782,0.144200627
0.2,0.3,1.00E-06,1,0.6,16,0,42,200,2,0,1.29,2.567017971,155,NA,39.375,238.7692308,0.164908183,2,26,0.252699029,0.307692308,1,2,13,8,18,26,0.11884276,0
0.6,0.3,1.00E-06,1,0.6,16,0,157,200,2,0,1.3,3.73629484,121,NA,21.91666667,100.55,0.217967844,2,20,0.854520686,0.3,1,2,11,14,6,20,0.24668114,0.454638124
0.6,0.3,1.00E-06,1,0.6,16,0,85,200,2,0,1.33,3.868423369,136,NA,54.52777778,240.7435897,0.22649732,2,26,-0.478070202,0.307692308,1,2,14,8,18,26,0.188860651,0
0.2,0.3,1.00E-06,1,0.6,16,0,40,200,2,0,1.38,4.011125437,137,NA,41.34782609,230.92,0.179056929,2,25,-0.151916356,0.48,1,2,14,13,12,25,0.189002543,0
0.6,0.3,1.00E-06,1,0.6,16,0,14,200,2,0,1.4,4.486557196,114,NA,22.01851852,99.58333333,0.221106462,2,20,0.504520686,0.35,1,2,16,13,7,20,0.261981907,0.483414899
0.4,0.3,1.00E-06,1,0.6,16,0,140,200,2,0,1.38,2.918454799,143,NA,34.69565217,243.12,0.142709988,2,25,0.088083644,0.48,1,2,16,13,12,25,0.128635508,0
0.2,0.3,1.00E-06,1,0.6,16,0,81,200,2,0,1.42,3.186975703,155,NA,45.41666667,235.3846154,0.192946623,2,26,0.252699029,0.384615385,1,2,16,10,16,26,0.146130101,0
0.4,0.3,1.00E-06,1,0.6,16,0,169,200,2,0,1.4,2.941835667,86,NA,28.51041667,214.4074074,0.132973096,2,18,-0.212438379,0.444444444,1,2,16,10,8,18,0.185261087,0.107726597
0.4,0.3,1.00E-06,1,0.6,16,0,15,200,2,0,1.38,3.603883795,127,NA,45.76086957,231.38,0.19777366,2,25,-0.551916356,0.44,1,2,15,14,11,25,0.170615382,0
0.6,0.3,1.00E-06,1,0.6,16,0,107,200,2,0,1.41,3.134130547,120,NA,17.07894737,85.73809524,0.199199053,2,21,0.423568305,0.333333333,1,2,14,14,7,21,0.179433851,0.486435921
0.2,0.3,1.00E-06,1,0.6,16,0,72,200,2,0,1.38,3.487762048,115,NA,42.47727273,226.1875,0.187796729,2,24,-0.760249689,0.5,1,2,16,12,12,24,0.171658168,0
0.4,0.3,1.00E-06,1,0.6,16,0,32,200,2,0,1.33,3.092516978,145,NA,47.22916667,236.9038462,0.199360067,2,26,-0.131916356,0.384615385,1,2,14,16,10,26,0.15317715,0
0.6,0.3,1.00E-06,1,0.6,16,0,48,200,2,0,1.29,3.875847133,133,NA,43.08695652,231.64,0.186008274,2,25,-0.311916356,0.4,1,2,15,15,10,25,0.18495099,0
0.4,0.3,1.00E-06,1,0.6,16,0,114,200,2,0,1.33,3.40018184,129,NA,39.875,240.2307692,0.165986231,2,26,-0.747300971,0.423076923,1,2,14,15,11,26,0.155279824,0
0.2,0.3,1.00E-06,1,0.6,16,0,4,200,3,0,1.5,3.951688864,141,NA,38.58333333,237.0384615,0.162772459,3,26,-0.285762509,0.307692308,1,2,9,8,9,17,0.232519057,0
0.2,0.3,1.00E-06,1,0.6,16,0,4,200,3,0,1.5,3.951688864,141,NA,38.58333333,237.0384615,0.162772459,3,26,-0.285762509,0.307692308,1,3,8,8,9,17,0.234595445,0
0.2,0.3,1.00E-06,1,0.6,16,0,4,200,3,0,1.5,3.951688864,141,NA,38.58333333,237.0384615,0.162772459,3,26,-0.285762509,0.307692308,2,3,7,9,9,18,0.275925741,0
0.2,0.3,1.00E-06,1,0.6,16,0,2,200,2,0,1.45,3.796723525,117,NA,43.92156863,206.4912281,0.212704283,2,19,1.062415423,0.473684211,1,2,16,9,10,19,0.221669461,0.161021109
0.6,0.3,1.00E-06,1,0.6,16,0,173,200,4,0,1.71,3.217047391,125,NA,45.81060606,238.6041667,0.191994158,4,24,-0.343583022,0.208333333,1,2,2,7,6,13,0.271519389,0
0.6,0.3,1.00E-06,1,0.6,16,0,173,200,4,0,1.71,3.217047391,125,NA,45.81060606,238.6041667,0.191994158,4,24,-0.343583022,0.208333333,1,3,7,7,5,12,0.245621356,0
0.6,0.3,1.00E-06,1,0.6,16,0,173,200,4,0,1.71,3.217047391,125,NA,45.81060606,238.6041667,0.191994158,4,24,-0.343583022,0.208333333,1,4,6,7,6,13,0.277812578,0
0.6,0.3,1.00E-06,1,0.6,16,0,173,200,4,0,1.71,3.217047391,125,NA,45.81060606,238.6041667,0.191994158,4,24,-0.343583022,0.208333333,2,3,7,6,5,11,0.271884024,0
0.6,0.3,1.00E-06,1,0.6,16,0,173,200,4,0,1.71,3.217047391,125,NA,45.81060606,238.6041667,0.191994158,4,24,-0.343583022,0.208333333,2,4,6,6,6,12,0.239834848,0
0.4,0.3,1.00E-06,1,0.6,16,0,59,200,2,0,1.33,3.131178146,143,NA,39.18181818,241.75,0.162075773,2,24,0.406416978,0.5,1,2,15,12,12,24,0.147635292,0
0.6,0.3,1.00E-06,1,0.6,16,0,149,200,2,0,1.38,4.260554885,128,NA,19,102.1666667,0.185970636,2,24,-0.218583022,0.5,1,2,16,12,12,24,0.209341508,0.488857278
0.2,0.3,1.00E-06,1,0.6,16,0,3,200,2,0,1.33,3.155063162,130,NA,42.375,235.7692308,0.179730832,2,26,-0.708839432,0.423076923,1,2,14,11,15,26,0.144409825,0
0.6,0.3,1.00E-06,1,0.6,16,0,79,200,2,0,1.3,2.576260295,107,NA,13.97058824,100.7894737,0.13861158,2,19,0.536099633,0.263157895,1,2,11,5,14,19,0.174093194,0.473786408
0.2,0.3,1.00E-06,1,0.6,16,0,90,200,2,0,1.38,3.817334588,125,NA,39.11363636,221.1875,0.17683475,2,24,-0.343583022,0.5,1,2,14,12,12,24,0.185246433,0
0.4,0.3,1.00E-06,1,0.6,16,0,97,200,2,0,1.25,4.365638965,107,NA,36.66666667,136.1851852,0.269241229,2,18,0.954228288,0.166666667,1,2,8,3,15,18,0.428239626,0.38255814
0.4,0.3,1.00E-06,1,0.6,16,0,14,200,2,0,1.35,2.935528904,105,NA,23.76470588,130.1052632,0.182657529,2,19,0.430836475,0.210526316,1,2,11,15,4,19,0.256001644,0.418593676
0.2,0.3,1.00E-06,1,0.6,16,0,20,200,2,0,1.29,3.918074987,135,NA,47.10416667,246.8076923,0.190853722,2,26,-0.51653174,0.307692308,1,2,16,8,18,26,0.194862967,0
0.2,0.3,1.00E-06,1,0.6,16,0,59,200,2,0,1.33,3.153799027,143,NA,39.18181818,241.75,0.162075773,2,24,0.406416978,0.5,1,2,15,12,12,24,0.148752166,0
0.2,0.3,1.00E-06,1,0.6,16,0,24,200,2,0,1.42,3.39124555,142,NA,44.56818182,240.1458333,0.185587987,2,24,0.364750311,0.208333333,1,2,14,5,19,24,0.197855309,0
0.6,0.3,1.00E-06,1,0.6,16,0,72,200,2,0,1.38,3.410188693,115,NA,41.99242424,226.1458333,0.185687367,2,24,-0.760249689,0.5,1,2,16,12,12,24,0.167237898,0
0.6,0.3,1.00E-06,1,0.6,16,0,59,200,2,0,1.33,3.313284059,143,NA,42.33333333,238.7569444,0.177307234,2,24,0.406416978,0.5,1,2,15,12,12,24,0.159234655,0
0.6,0.3,1.00E-06,1,0.6,16,0,100,200,2,0,1.29,3.248546999,137,NA,23.61363636,110.8333333,0.213055366,2,24,0.156416978,0.125,1,2,9,3,21,24,0.31750668,0.425449871
0.6,0.3,1.00E-06,1,0.6,16,0,112,200,2,0,1.3,2.249656743,52,NA,18.51515152,97.56410256,0.189774221,2,13,-0.36026751,0.307692308,1,2,9,4,9,13,0.170253717,0.491403217
0.6,0.3,1.00E-06,1,0.6,16,0,160,200,2,0,1.38,3.61437177,137,NA,42.58333333,231.3076923,0.184098215,2,26,-0.439608663,0.384615385,1,2,18,10,16,26,0.17376419,0
0.6,0.3,1.00E-06,1,0.6,16,0,55,200,2,0,1.29,3.400722406,135,NA,39.44444444,248.7820513,0.158550202,2,26,-0.51653174,0.384615385,1,2,14,10,16,26,0.167306479,0
0.4,0.3,1.00E-06,1,0.6,16,0,138,200,2,0,1.35,2.707328893,102,NA,38.38235294,222.3157895,0.172647894,2,19,0.272941738,0.315789474,1,2,14,13,6,19,0.182671389,0.050078247
0.6,0.3,1.00E-06,1,0.6,16,0,63,200,2,0,1.32,3.436622144,115,NA,18.15833333,94.49242424,0.192167081,2,22,-0.154353773,0.318181818,1,2,12,7,15,22,0.180411891,0.464944649
0.6,0.3,1.00E-06,1,0.6,16,0,178,200,3,0,1.55,2.071495796,112,NA,14.69607843,97.14035088,0.151287063,3,19,0.799257528,0.210526316,1,2,5,7,4,11,0.159697974,0.487041565
0.6,0.3,1.00E-06,1,0.6,16,0,178,200,3,0,1.55,2.071495796,112,NA,14.69607843,97.14035088,0.151287063,3,19,0.799257528,0.210526316,1,3,10,7,8,15,0.133109255,0.487041565
0.6,0.3,1.00E-06,1,0.6,16,0,178,200,3,0,1.55,2.071495796,112,NA,14.69607843,97.14035088,0.151287063,3,19,0.799257528,0.210526316,2,3,5,4,8,12,0.151119876,0.487041565
0.6,0.3,1.00E-06,1,0.6,16,0,126,200,2,0,1.3,3.826400534,94,NA,22.25,95.425,0.233167409,2,20,-0.495479314,0.35,1,2,12,13,7,20,0.238298732,0.502615063
0.6,0.3,1.00E-06,1,0.6,16,0,174,200,2,0,1.33,3.490166929,113,NA,20.04761905,111.4782609,0.179834336,2,23,-0.555539544,0.217391304,1,2,13,5,18,23,0.276841338,0.421369103
0.4,0.3,1.00E-06,1,0.6,16,0,184,200,3,0,1.55,3.116613578,90,NA,51.23333333,224.4705882,0.228240741,3,17,0.415012602,0.176470588,1,2,6,3,9,12,0.353812949,0.107791447
0.4,0.3,1.00E-06,1,0.6,16,0,184,200,3,0,1.55,3.116613578,90,NA,51.23333333,224.4705882,0.228240741,3,17,0.415012602,0.176470588,1,3,2,3,5,8,0.245825179,0.107791447
0.4,0.3,1.00E-06,1,0.6,16,0,184,200,3,0,1.55,3.116613578,90,NA,51.23333333,224.4705882,0.228240741,3,17,0.415012602,0.176470588,2,3,9,9,5,14,0.294163101,0.107791447
0.6,0.3,1.00E-06,1,0.6,16,0,124,200,2,0,1.42,6.859060698,155,NA,47.83333333,234.1346154,0.204298426,2,26,0.252699029,0.384615385,1,2,13,10,16,26,0.313501964,0
0.4,0.3,1.00E-06,1,0.6,16,0,62,200,2,0,1.45,2.959270744,88,NA,25.34375,138.5277778,0.182950672,2,18,-0.101327268,0.277777778,1,2,12,13,5,18,0.226975052,0.392932489
0.2,0.3,1.00E-06,1,0.6,16,0,38,200,2,0,1.38,5.843410684,157,NA,52.91666667,232.0769231,0.228013479,2,26,0.329622106,0.346153846,1,2,16,9,17,26,0.284665768,0
0.2,0.3,1.00E-06,1,0.6,16,0,6,200,2,0,1.33,3.808877839,135,NA,46.2826087,238.74,0.193861978,2,25,-0.231916356,0.28,1,2,12,7,18,25,0.203496868,0
0.6,0.3,1.00E-06,1,0.6,16,0,64,200,3,0.14,1.6,3.066188509,93,NA,18.26923077,99.9,0.182875183,3,15,1.563542014,0.066666667,1,2,11,10,4,14,0.220192059,0.448065173
0.6,0.3,1.00E-06,1,0.6,16,0,64,200,3,0.14,1.6,3.066188509,93,NA,18.26923077,99.9,0.182875183,3,15,1.563542014,0.066666667,1,3,2,10,1,11,0.506233033,0.448065173
0.6,0.3,1.00E-06,1,0.6,16,0,64,200,3,0.14,1.6,3.066188509,93,NA,18.26923077,99.9,0.182875183,3,15,1.563542014,0.066666667,2,3,1,4,1,5,0.49625054,0.448065173
0.4,0.3,1.00E-06,1,0.6,16,0,9,200,2,0,1.38,5.404118905,141,NA,47.65909091,221.3125,0.215347488,2,24,0.323083644,0.458333333,1,2,15,11,13,24,0.26473461,0
0.6,0.3,1.00E-06,1,0.6,16,0,182,200,2,0,1.45,3.108273116,99,NA,15.78431373,90.0877193,0.175210493,2,19,0.115047002,0.368421053,1,2,15,7,12,19,0.170415432,0.493975904
0.6,0.3,1.00E-06,1,0.6,16,0,77,200,2,0,1.33,5.381804958,139,NA,57.72916667,246.9615385,0.233757722,2,26,-0.362685586,0.384615385,1,2,15,16,10,26,0.25292131,0
0.4,0.3,1.00E-06,1,0.6,16,0,88,200,2,0,1.32,6.486437092,113,NA,52.80833333,209.6590909,0.251877145,2,22,-0.245262864,0.318181818,1,2,14,7,15,22,0.343533992,0.035564054
0.4,0.3,1.00E-06,1,0.6,16,0,188,200,3,0,1.6,3.501211489,76,NA,28.66666667,145.7058824,0.196743372,3,17,-0.40851681,0.235294118,1,2,4,4,6,10,0.337191342,0.354816825
0.4,0.3,1.00E-06,1,0.6,16,0,188,200,3,0,1.6,3.501211489,76,NA,28.66666667,145.7058824,0.196743372,3,17,-0.40851681,0.235294118,1,3,7,4,7,11,0.281438906,0.354816825
0.4,0.3,1.00E-06,1,0.6,16,0,188,200,3,0,1.6,3.501211489,76,NA,28.66666667,145.7058824,0.196743372,3,17,-0.40851681,0.235294118,2,3,9,6,7,13,0.335503732,0.354816825
0.2,0.3,1.00E-06,1,0.6,16,0,99,200,3,0,1.54,3.932592466,134,NA,53.6875,255.25,0.210333007,3,26,-0.554993279,0.192307692,1,2,7,12,5,17,0.2440267,0
0.2,0.3,1.00E-06,1,0.6,16,0,99,200,3,0,1.54,3.932592466,134,NA,53.6875,255.25,0.210333007,3,26,-0.554993279,0.192307692,1,3,7,12,9,21,0.197067399,0
0.2,0.3,1.00E-06,1,0.6,16,0,99,200,3,0,1.54,3.932592466,134,NA,53.6875,255.25,0.210333007,3,26,-0.554993279,0.192307692,2,3,8,5,9,14,0.37664749,0
0.6,0.3,1.00E-06,1,0.6,16,0,166,200,2,0,1.33,5.008548898,137,NA,46.70833333,250.6538462,0.186345967,2,26,-0.439608663,0.423076923,1,2,14,15,11,26,0.233521225,0
0.4,0.3,1.00E-06,1,0.6,16,0,164,200,2,0,1.38,4.073080034,134,NA,45.6875,247.3653846,0.184696416,2,26,-0.554993279,0.5,1,2,15,13,13,26,0.18839249,0
0.4,0.3,1.00E-06,1,0.6,16,0,155,200,2,0,1.23,3.665161124,98,NA,51.55263158,217.6428571,0.236868015,2,21,-0.624050743,0.476190476,1,2,11,10,11,21,0.197476968,0.067562228
0.2,0.3,1.00E-06,1,0.6,16,0,27,200,3,0,1.5,3.123231437,142,NA,48.41666667,237.4230769,0.203925698,3,26,-0.247300971,0.115384615,1,2,9,18,3,21,0.280663023,0
0.2,0.3,1.00E-06,1,0.6,16,0,27,200,3,0,1.5,3.123231437,142,NA,48.41666667,237.4230769,0.203925698,3,26,-0.247300971,0.115384615,1,3,11,18,5,23,0.181509078,0
0.4,0.3,1.00E-06,1,0.6,16,0,57,200,2,0,1.4,4.541533176,103,NA,45.55882353,180.8421053,0.251925974,2,19,0.325573317,0.315789474,1,2,12,13,6,19,0.317568806,0.268717353
0.6,0.3,1.00E-06,1,0.6,16,0,5,200,2,0,1.38,4.72579876,136,NA,48,246.3653846,0.194832566,2,26,-0.478070202,0.5,1,2,14,13,13,26,0.220888708,0
0.4,0.3,1.00E-06,1,0.6,16,0,100,200,2,0,1.33,3.719138218,147,NA,39.20833333,231.8461538,0.169113581,2,26,-0.054993279,0.423076923,1,2,15,11,15,26,0.174612085,0.057899902
0.6,0.3,1.00E-06,1,0.6,16,0,90,200,2,0,1.42,4.137413455,127,NA,37.40909091,228.4166667,0.163775662,2,24,-0.260249689,0.291666667,1,2,14,7,17,24,0.225006345,0
0.4,0.3,1.00E-06,1,0.6,16,0,38,200,2,0,1.38,6.046328642,157,NA,52.95833333,232.3076923,0.227966336,2,26,0.329622106,0.346153846,1,2,16,9,17,26,0.29233488,0
0.4,0.3,1.00E-06,1,0.6,16,0,81,200,2,0,1.4,2.808797652,95,NA,28.78571429,170.875,0.168460654,2,16,1.176042014,0.1875,1,2,7,13,3,16,0.314091877,0.32806574
0.2,0.3,1.00E-06,1,0.6,16,0,78,200,2,0,1.33,3.677552122,129,NA,48.06818182,235.4791667,0.204129234,2,24,-0.176916356,0.5,1,2,15,12,12,24,0.180241785,0
0.6,0.3,1.00E-06,1,0.6,16,0,65,200,2,0.19,1.65,3.298161739,100,NA,18.94444444,96.325,0.196672146,2,20,-0.195479314,0.4,1,2,21,8,12,20,0.189066423,0.489043097
0.4,0.3,1.00E-06,1,0.6,16,0,56,200,3,0.14,1.85,2.437120859,73,NA,22.73809524,129.4791667,0.175611999,3,16,-0.198957986,0.1875,1,2,1,3,4,7,0.29601052,0.394824708
0.4,0.3,1.00E-06,1,0.6,16,0,56,200,3,0.14,1.85,2.437120859,73,NA,22.73809524,129.4791667,0.175611999,3,16,-0.198957986,0.1875,1,3,7,3,9,12,0.251802127,0.394824708
0.4,0.3,1.00E-06,1,0.6,16,0,56,200,3,0.14,1.85,2.437120859,73,NA,22.73809524,129.4791667,0.175611999,3,16,-0.198957986,0.1875,2,3,11,4,9,13,0.202286258,0.394824708
0.2,0.3,1.00E-06,1,0.6,16,0,53,200,2,0,1.33,4.59927571,135,NA,52.92028986,225.6333333,0.234541098,2,25,-0.231916356,0.48,1,2,15,12,13,25,0.217436775,0
0.4,0.3,1.00E-06,1,0.6,16,0,165,200,2,0,1.33,3.172836374,142,NA,46.35416667,248.0384615,0.186882979,2,26,-0.247300971,0.269230769,1,2,14,7,19,26,0.159545397,0.001191895
0.6,0.3,1.00E-06,1,0.6,16,0,108,200,2,0,1.5,3.944573679,95,NA,20.26470588,93.47368421,0.21679584,2,19,-0.095479314,0.368421053,1,2,15,7,12,19,0.24545195,0.494300046
0.2,0.3,1.00E-06,1,0.6,16,0,37,200,2,0,1.38,3.878943413,140,NA,39.89583333,255.1538462,0.156359914,2,26,-0.324224048,0.461538462,1,2,18,12,14,26,0.181888419,0
0.6,0.3,1.00E-06,1,0.6,16,0,92,200,2,0,1.4,7.150693752,85,NA,43.66666667,163.0588235,0.267797018,2,17,0.120894955,0.294117647,1,2,9,12,5,17,0.49329998,0.328721638
0.6,0.3,1.00E-06,1,0.6,16,0,154,200,3,0.28,1.6,2.22142786,68,NA,23.14285714,120.375,0.192256342,3,16,-0.511457986,0.125,1,3,5,2,11,13,0.272629228,0.421672556
0.6,0.3,1.00E-06,1,0.6,16,0,154,200,3,0.28,1.6,2.22142786,68,NA,23.14285714,120.375,0.192256342,3,16,-0.511457986,0.125,2,3,9,3,11,14,0.221447275,0.421672556
0.6,0.3,1.00E-06,1,0.6,16,0,54,200,2,0,1.45,2.718090777,101,NA,14.22222222,88.15,0.161341148,2,20,-0.145479314,0.35,1,2,15,7,13,20,0.158093563,0.479123173
0.2,0.3,1.00E-06,1,0.6,16,0,50,200,2,0,1.33,3.687812733,127,NA,47.0625,241.4615385,0.194906817,2,26,-0.824224048,0.461538462,1,2,13,14,12,26,0.169266534,0.033138402
0.2,0.3,1.00E-06,1,0.6,16,0,86,200,2,0,1.38,3.142983205,128,NA,46.1875,235.8269231,0.19585338,2,26,-0.785762509,0.346153846,1,2,16,9,17,26,0.14676876,0
0.6,0.3,1.00E-06,1,0.6,16,0,153,200,2,0,1.33,7.221462042,120,NA,54.36363636,237.125,0.229261513,2,24,-0.551916356,0.375,1,2,14,9,15,24,0.356126246,0
0.4,0.3,1.00E-06,1,0.6,16,0,200,200,2,0,1.42,3.957935158,145,NA,39.55555556,231.7179487,0.170705618,2,26,-0.131916356,0.423076923,1,2,15,11,15,26,0.185637453,0
0.4,0.3,1.00E-06,1,0.6,16,0,135,200,2,0,1.29,3.987194113,123,NA,24.93181818,126.1458333,0.19764282,2,24,-0.426916356,0.25,1,2,12,6,18,24,0.245914124,0.485541649
0.6,0.3,1.00E-06,1,0.6,16,0,188,200,2,0,1.3,3.496974382,90,NA,24.03921569,103.0175439,0.233350697,2,19,-0.358637209,0.315789474,1,2,9,6,13,19,0.246483669,0.464367816
0.4,0.3,1.00E-06,1,0.6,16,0,50,200,2,0,1.2,2.839651783,102,NA,25.16666667,137.2962963,0.183301861,2,18,0.67645051,0.111111111,1,2,5,2,16,18,0.378210216,0.373860182
0.2,0.3,1.00E-06,1,0.6,16,0,46,200,2,0,1.35,3.178216545,92,NA,38.27777778,241.8,0.158303465,2,20,-0.595479314,0.4,1,2,12,12,8,20,0.181434691,0.001984127
0.4,0.3,1.00E-06,1,0.6,16,0,146,200,2,0,1.42,3.042727652,133,NA,44.13636364,247.9166667,0.17802903,2,24,-0.010249689,0.375,1,2,14,9,15,24,0.150390108,0.00078125
0.6,0.3,1.00E-06,1,0.6,16,0,96,200,2,0,1.25,5.077534479,128,NA,15.95454545,90.25,0.176781667,2,24,-0.218583022,0.5,1,2,16,12,12,24,0.249353954,0.486208509
0.4,0.3,1.00E-06,1,0.6,16,0,78,200,3,0,1.5,3.396005118,129,NA,48.5,235,0.206382979,3,24,-0.176916356,0.25,1,2,9,6,12,18,0.213746544,0
0.4,0.3,1.00E-06,1,0.6,16,0,78,200,3,0,1.5,3.396005118,129,NA,48.5,235,0.206382979,3,24,-0.176916356,0.25,1,3,6,6,6,12,0.27995906,0
0.4,0.3,1.00E-06,1,0.6,16,0,78,200,3,0,1.5,3.396005118,129,NA,48.5,235,0.206382979,3,24,-0.176916356,0.25,2,3,6,12,6,18,0.229187781,0
0.2,0.3,1.00E-06,1,0.6,16,0,91,200,2,0,1.38,3.497273246,128,NA,42.97727273,236.9583333,0.18137059,2,24,-0.218583022,0.291666667,1,2,14,17,7,24,0.181944485,0
0.4,0.3,1.00E-06,1,0.6,16,0,4,200,2,0,1.29,3.605664719,124,NA,40.31818182,231.5416667,0.174129272,2,24,-0.385249689,0.458333333,1,2,16,13,11,24,0.174299309,0
0.6,0.3,1.00E-06,1,0.6,16,0,185,200,2,0,1.42,3.203554528,115,NA,38.29545455,234.0208333,0.163641219,2,24,-0.760249689,0.375,1,2,14,9,15,24,0.164428933,0